   1  1760.71     0
   2  2319.000    5
   3  3076.927    4
   4  3308.8      2
   5  3448.232    6
   6  3589.419    8
   7  3842.2      2
   8  3959        5
   9  4062        4
  10  4126        0
  11  4223        2
  12  4305        4
  13  4334        4
  14  4375.07     7
  15  4424        0
  16  4471        4
  17  4495        3
  18  4541.37     6
  19  4681        2
  20  4817        3
  21  4946        4
  22  5110        3
  23  5164.487    8
  24  5215        4
  25  5275.2      2
  26  5304        1
  27  5314        3
  28  5381        4
  29  5432.791    8
  30  5441        0
  31  5462        4
  32  5504.2      1
  33  5582        3
  34  5592        2
  35  5631        3
  36  5644.03     10
  37  5666        3
  38  5781        3
  39  5808        1
  40  5887        1
  41  5938        3
  42  6296        1
  43  6390        1
  44  6425        1
  45  6640.1      2
  46  6762        1
  47  6769.54     12
  48  6876        1
  49  6953.96     11
  50  7008.64     11
  51  7025.64     10
  52  7223.91     12
  53  7250        1
  54  7649.6      2
  55  7706        1
  56  7996        3
  57  8058.43     14
  58  8110        1
  59  8500        1
  60  8717        1
  61  8958.14     15
  62  9146        1
  63  9195        1
  64  9333        1
  65  9601        1
  66  9678        1
  67  9863        1
  68  10040       1
  69  10125.85    16
  70  11403.9     18
  71  12964.7     20
  72  13311       3
  73  14440       1
  74  15700       1
