   1  1382.81     0
   2  1495.46     4
   3  1847.28     2
   4  2066.68     2
   5  2182        2
   6  2398.31     4
   7  2486.02     5
   8  2752        3
   9  2819.62     2
  10  2863.35     4
  11  2903.5      0
  12  2909.46     2
  13  2957.7      6
  14  3039.69     2
  15  3057.8      2
  16  3178.25     4
  17  3236.9      4
  18  3262.62     2
  19  3275.87     2
  20  3289.2      2
  21  3304        6
  22  3309.0      8
  23  3345        5
  24  3371.51     1
  25  3379.8      7
  26  3382        3
  27  3408.3      3
  28  3446        3
  29  3452.17     2
  30  3460        4
  31  3491        3
  32  3500.38     2
  33  3589        0
  34  3602        5
  35  3628.28     4
  36  3640.21     2
  37  3704        4
  38  3760        2
  39  3767        5
  40  3783        4
  41  3814        4
  42  3830.27     1
  43  3944        5
  44  3992        0
  45  3998.8      9
  46  4040        4
  47  4082        4
  48  4142        2
  49  4161        4
  50  4181        3
  51  4213        2
  52  4256        4
  53  4270        5
  54  4283        0
  55  4296.9      10
  56  4332        2
  57  4380        4
  58  4397        2
  59  4453        2
  60  4465        4
  61  4539        3
  62  4606        5
  63  4720        2
  64  4785        2
  65  4807        3
  66  4928        5
  67  4947.5      12
  68  5056        4
  69  5067        2
  70  5115        4
  71  5310        2
  72  5490        0
  73  5581        2
  74  5680        4
  75  5685        3
  76  5885        3
  77  6045.8      14
  78  6056        3
  79  6187        3
  80  6240        4
  81  6334        3
  82  6436        3
  83  7446.1      16
  84  8039.1      17
  85  9127.5      18
  86  13200       2
  87  13700       2
  88  15700       0
  89  16200       1
  90  17500       0
  91  25100       3
  92  28100       2
  93
  94
  95
